Enemy1Front: .word 16, 16
.byte 111,199,199,199,90,90,90,90,90,90,90,90,199,199,199,111,
111,111,19,19,19,19,10,116,116,10,19,19,19,19,111,111,
92,19,10,10,10,19,19,19,19,19,19,10,10,10,19,92,
199,92,111,116,255,255,10,10,10,10,255,255,116,111,92,199,
199,90,116,116,255,0,116,21,85,116,0,255,116,116,90,199,
199,90,116,116,255,0,21,175,175,85,0,255,116,116,90,199,
199,90,116,116,116,75,21,167,175,85,75,116,116,116,90,199,
199,90,116,116,159,159,94,94,94,94,159,159,116,116,90,199,
199,90,116,159,159,21,21,21,21,21,21,159,159,116,90,199,
199,90,159,159,21,159,159,159,159,159,159,21,159,159,90,199,
199,90,94,21,159,94,94,94,94,94,94,159,21,94,90,199,
199,90,98,94,94,116,116,116,116,116,116,94,94,98,90,199,
199,199,90,98,98,98,98,98,98,98,98,98,98,90,199,199,
199,116,98,90,90,90,90,90,90,90,90,90,90,98,116,199,
199,116,116,98,199,199,199,199,199,199,199,199,98,116,116,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
