Enemy2Back: .word 16, 16
.byte 221,199,199,199,82,82,82,82,82,82,82,82,199,199,199,221,
221,221,221,221,221,84,166,166,166,166,84,221,221,221,221,221,
147,221,221,221,221,84,166,166,166,166,84,221,221,221,221,147,
199,147,157,84,84,166,166,166,166,166,166,84,84,157,147,199,
199,82,84,166,166,166,166,166,166,166,166,166,166,84,82,199,
199,82,166,93,166,166,166,166,166,166,166,166,93,166,82,199,
199,82,93,93,166,166,166,166,166,166,166,166,93,93,82,199,
199,82,166,166,166,166,166,166,166,82,82,166,166,166,82,199,
199,82,166,166,166,166,166,84,82,93,166,82,166,166,82,199,
199,82,166,166,166,166,84,82,93,166,82,166,166,166,82,199,
199,82,84,166,166,84,82,93,166,82,166,166,166,84,82,199,
199,82,84,84,166,84,82,93,166,82,166,166,84,84,82,199,
199,199,82,84,84,84,84,84,84,84,84,84,84,82,199,199,
199,166,84,82,82,82,82,82,82,82,82,82,82,84,166,199,
199,166,166,84,199,199,199,199,199,199,199,199,84,166,166,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
