playerleft: .word 16, 16
.byte 199,199,199,199,199,199,199,140,140,140,140,140,140,140,199,199,
199,199,199,199,199,199,140,158,158,158,158,158,140,199,199,199,
199,199,199,199,199,140,158,158,158,158,140,140,199,199,199,199,
199,199,199,199,140,158,140,158,158,140,158,140,199,199,199,199,
199,199,199,140,158,158,158,140,140,158,158,158,140,199,199,199,
199,199,140,158,158,158,158,158,158,158,158,140,158,140,199,199,
199,199,140,74,74,158,158,158,158,158,140,158,158,140,199,199,
199,74,74,246,158,158,158,158,158,158,158,158,158,140,140,199,
199,140,74,246,166,158,158,158,158,158,158,166,158,158,140,199,
199,140,246,158,166,158,158,158,158,158,158,166,158,158,140,199,
199,140,158,158,158,158,158,158,158,158,158,158,158,158,140,199,
199,140,74,158,158,158,158,158,158,158,158,158,158,158,140,199,
199,199,140,158,158,158,81,81,81,158,158,158,158,140,199,199,
199,199,199,140,140,81,235,235,235,81,140,140,140,199,199,199,
199,199,199,199,199,199,81,81,81,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
