P_MOVE_RIGHT6: .word 24, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,12,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,12,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,12,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,12,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,12,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,12,175,175,12,12,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,12,175,175,247,255,12,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,12,175,175,175,247,247,175,12,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,12,167,175,175,175,175,167,12,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,12,95,167,175,175,167,95,12,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,12,12,86,95,167,167,95,86,12,12,199,199,199,199,199,199,199,199,199,199,
199,199,199,12,167,175,12,86,167,167,86,12,175,167,12,199,199,199,199,199,199,199,199,199,
199,199,199,12,175,175,175,175,175,175,175,175,247,175,12,199,199,199,199,199,199,199,199,199,
199,199,12,95,175,175,175,175,175,175,175,247,255,247,167,12,199,199,199,199,199,199,199,199,
199,199,12,95,167,175,175,175,175,175,175,175,247,167,95,12,199,199,199,199,199,199,199,199,
199,199,12,86,95,167,175,175,175,175,175,175,167,95,95,12,199,199,199,199,199,199,199,199,
199,199,12,12,86,95,167,167,167,167,167,167,95,86,12,12,199,199,199,199,199,199,199,199,
199,12,175,175,175,86,86,95,167,167,95,86,86,175,175,167,12,199,199,199,199,199,199,199,
12,86,175,175,175,175,175,175,175,175,175,175,175,175,175,175,167,12,199,199,199,199,199,199,
12,167,175,175,175,175,175,175,175,10,10,10,175,175,175,175,167,12,199,199,199,199,199,199,
12,167,175,175,175,175,175,175,175,10,10,10,10,10,10,175,167,12,199,199,199,199,199,199,
12,167,175,175,175,175,175,175,175,10,10,10,10,10,10,175,167,12,199,199,199,199,199,199,
12,167,175,175,175,175,175,175,175,175,175,175,10,10,10,247,167,12,199,199,199,199,199,199,
12,86,167,175,175,175,175,175,175,175,175,175,10,175,247,167,86,12,199,199,199,199,199,199,
199,12,95,167,175,175,175,175,175,89,81,175,10,175,167,22,22,199,199,199,199,199,199,199,
199,12,86,95,167,167,175,81,89,233,189,81,10,167,22,255,255,22,199,199,199,199,199,199,
199,199,12,86,95,95,81,161,233,161,161,81,95,22,255,119,13,22,199,199,199,199,199,199,
199,199,199,12,86,86,81,161,161,89,81,86,86,13,119,13,13,13,199,199,199,199,199,199,
199,199,199,199,12,12,86,81,81,81,86,86,86,13,39,39,39,13,199,199,199,199,199,199,
199,199,199,199,199,199,12,12,12,12,12,12,12,12,13,13,13,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
